"","Area","Region","PrimaryColonizer","YearPeriod","AVG_g/cap/day"
"1","Albania","Europe",NA,"Y20002002","78.9"
"2","Albania","Europe",NA,"Y20012003","81.1"
"3","Albania","Europe",NA,"Y20022004","84"
"4","Albania","Europe",NA,"Y20032005","86.6"
"5","Albania","Europe",NA,"Y20042006","89.6"
"6","Albania","Europe",NA,"Y20052007","90.5"
"7","Albania","Europe",NA,"Y20062008","92.8"
"8","Albania","Europe",NA,"Y20072009","96.2"
"9","Albania","Europe",NA,"Y20082010","100.4"
"10","Albania","Europe",NA,"Y20092011","103.5"
"11","Albania","Europe",NA,"Y20102012","105.6"
"12","Albania","Europe",NA,"Y20112013","107"
"13","Albania","Europe",NA,"Y20122014","109"
"14","Albania","Europe",NA,"Y20132015","110.2"
"15","Albania","Europe",NA,"Y20142016","113"
"16","Albania","Europe",NA,"Y20152017","115.7"
"17","Albania","Europe",NA,"Y20162018","117.3"
"18","Albania","Europe",NA,"Y20172019","116.5"
"19","Albania","Europe",NA,"Y20182020","114.4"
"20","Albania","Europe",NA,"Y20192021",""
"21","Albania","Europe",NA,"Y20202022",""
"22","Algeria","Africa","France","Y20002002","67"
"23","Algeria","Africa","France","Y20012003","65.4"
"24","Algeria","Africa","France","Y20022004","63.4"
"25","Algeria","Africa","France","Y20032005","62.1"
"26","Algeria","Africa","France","Y20042006","64.7"
"27","Algeria","Africa","France","Y20052007","65.8"
"28","Algeria","Africa","France","Y20062008","67.7"
"29","Algeria","Africa","France","Y20072009","66.6"
"30","Algeria","Africa","France","Y20082010","72.4"
"31","Algeria","Africa","France","Y20092011","81.3"
"32","Algeria","Africa","France","Y20102012","88.8"
"33","Algeria","Africa","France","Y20112013","93.2"
"34","Algeria","Africa","France","Y20122014","94.5"
"35","Algeria","Africa","France","Y20132015","96.4"
"36","Algeria","Africa","France","Y20142016","97.5"
"37","Algeria","Africa","France","Y20152017","97.3"
"38","Algeria","Africa","France","Y20162018","95.2"
"39","Algeria","Africa","France","Y20172019","92.3"
"40","Algeria","Africa","France","Y20182020","93.1"
"41","Algeria","Africa","France","Y20192021",""
"42","Algeria","Africa","France","Y20202022",""
"43","Angola","Africa","Portugal","Y20002002","39.4"
"44","Angola","Africa","Portugal","Y20012003","40.9"
"45","Angola","Africa","Portugal","Y20022004","42.1"
"46","Angola","Africa","Portugal","Y20032005","43.8"
"47","Angola","Africa","Portugal","Y20042006","44.6"
"48","Angola","Africa","Portugal","Y20052007","45.9"
"49","Angola","Africa","Portugal","Y20062008","47"
"50","Angola","Africa","Portugal","Y20072009","48.2"
"51","Angola","Africa","Portugal","Y20082010","50.6"
"52","Angola","Africa","Portugal","Y20092011","53.6"
"53","Angola","Africa","Portugal","Y20102012","55.3"
"54","Angola","Africa","Portugal","Y20112013","56.2"
"55","Angola","Africa","Portugal","Y20122014","58.3"
"56","Angola","Africa","Portugal","Y20132015","60"
"57","Angola","Africa","Portugal","Y20142016","60.6"
"58","Angola","Africa","Portugal","Y20152017","59.7"
"59","Angola","Africa","Portugal","Y20162018","59.1"
"60","Angola","Africa","Portugal","Y20172019","58.3"
"61","Angola","Africa","Portugal","Y20182020","56.8"
"62","Angola","Africa","Portugal","Y20192021",""
"63","Angola","Africa","Portugal","Y20202022",""
"64","Austria","Europe",NA,"Y20002002","158"
"65","Austria","Europe",NA,"Y20012003","155.4"
"66","Austria","Europe",NA,"Y20022004","153.7"
"67","Austria","Europe",NA,"Y20032005","153"
"68","Austria","Europe",NA,"Y20042006","156.7"
"69","Austria","Europe",NA,"Y20052007","159.1"
"70","Austria","Europe",NA,"Y20062008","162.3"
"71","Austria","Europe",NA,"Y20072009","164.2"
"72","Austria","Europe",NA,"Y20082010","168"
"73","Austria","Europe",NA,"Y20092011","171.8"
"74","Austria","Europe",NA,"Y20102012","173.4"
"75","Austria","Europe",NA,"Y20112013","172.6"
"76","Austria","Europe",NA,"Y20122014","168.9"
"77","Austria","Europe",NA,"Y20132015","165.8"
"78","Austria","Europe",NA,"Y20142016","162.7"
"79","Austria","Europe",NA,"Y20152017","163.8"
"80","Austria","Europe",NA,"Y20162018","164.6"
"81","Austria","Europe",NA,"Y20172019","170"
"82","Austria","Europe",NA,"Y20182020","176.1"
"83","Austria","Europe",NA,"Y20192021",""
"84","Austria","Europe",NA,"Y20202022",""
"85","Belarus","Europe",NA,"Y20002002","101.1"
"86","Belarus","Europe",NA,"Y20012003","100.2"
"87","Belarus","Europe",NA,"Y20022004","97.2"
"88","Belarus","Europe",NA,"Y20032005","97.3"
"89","Belarus","Europe",NA,"Y20042006","103.5"
"90","Belarus","Europe",NA,"Y20052007","111.2"
"91","Belarus","Europe",NA,"Y20062008","116.6"
"92","Belarus","Europe",NA,"Y20072009","116.1"
"93","Belarus","Europe",NA,"Y20082010","118.4"
"94","Belarus","Europe",NA,"Y20092011","121.8"
"95","Belarus","Europe",NA,"Y20102012","127.5"
"96","Belarus","Europe",NA,"Y20112013","127.6"
"97","Belarus","Europe",NA,"Y20122014","127.7"
"98","Belarus","Europe",NA,"Y20132015","129"
"99","Belarus","Europe",NA,"Y20142016","130.2"
"100","Belarus","Europe",NA,"Y20152017","131.4"
"101","Belarus","Europe",NA,"Y20162018","131.2"
"102","Belarus","Europe",NA,"Y20172019","133"
"103","Belarus","Europe",NA,"Y20182020","132.6"
"104","Belarus","Europe",NA,"Y20192021",""
"105","Belarus","Europe",NA,"Y20202022",""
"106","Belgium","Europe",NA,"Y20002002","164.1"
"107","Belgium","Europe",NA,"Y20012003","164.3"
"108","Belgium","Europe",NA,"Y20022004","162.9"
"109","Belgium","Europe",NA,"Y20032005","162.1"
"110","Belgium","Europe",NA,"Y20042006","162.6"
"111","Belgium","Europe",NA,"Y20052007","164.1"
"112","Belgium","Europe",NA,"Y20062008","163.7"
"113","Belgium","Europe",NA,"Y20072009","162.3"
"114","Belgium","Europe",NA,"Y20082010","161"
"115","Belgium","Europe",NA,"Y20092011","162.8"
"116","Belgium","Europe",NA,"Y20102012","163.5"
"117","Belgium","Europe",NA,"Y20112013","163.9"
"118","Belgium","Europe",NA,"Y20122014","161.9"
"119","Belgium","Europe",NA,"Y20132015","163.5"
"120","Belgium","Europe",NA,"Y20142016","164.5"
"121","Belgium","Europe",NA,"Y20152017","166.2"
"122","Belgium","Europe",NA,"Y20162018","165.2"
"123","Belgium","Europe",NA,"Y20172019","169.1"
"124","Belgium","Europe",NA,"Y20182020","173.4"
"125","Belgium","Europe",NA,"Y20192021",""
"126","Belgium","Europe",NA,"Y20202022",""
"127","Benin","Africa","France","Y20002002","48.5"
"128","Benin","Africa","France","Y20012003","51.4"
"129","Benin","Africa","France","Y20022004","51.4"
"130","Benin","Africa","France","Y20032005","50.2"
"131","Benin","Africa","France","Y20042006","47.2"
"132","Benin","Africa","France","Y20052007","46.6"
"133","Benin","Africa","France","Y20062008","46.5"
"134","Benin","Africa","France","Y20072009","47.9"
"135","Benin","Africa","France","Y20082010","48.7"
"136","Benin","Africa","France","Y20092011","48.6"
"137","Benin","Africa","France","Y20102012","49.6"
"138","Benin","Africa","France","Y20112013","50.3"
"139","Benin","Africa","France","Y20122014","50.6"
"140","Benin","Africa","France","Y20132015","51.2"
"141","Benin","Africa","France","Y20142016","51.4"
"142","Benin","Africa","France","Y20152017","51.5"
"143","Benin","Africa","France","Y20162018","51.3"
"144","Benin","Africa","France","Y20172019","52.9"
"145","Benin","Africa","France","Y20182020","56.2"
"146","Benin","Africa","France","Y20192021",""
"147","Benin","Africa","France","Y20202022",""
"148","Bosnia and Herzegovina","Europe",NA,"Y20002002","62.6"
"149","Bosnia and Herzegovina","Europe",NA,"Y20012003","62"
"150","Bosnia and Herzegovina","Europe",NA,"Y20022004","61.5"
"151","Bosnia and Herzegovina","Europe",NA,"Y20032005","63.3"
"152","Bosnia and Herzegovina","Europe",NA,"Y20042006","66.7"
"153","Bosnia and Herzegovina","Europe",NA,"Y20052007","68.6"
"154","Bosnia and Herzegovina","Europe",NA,"Y20062008","70.1"
"155","Bosnia and Herzegovina","Europe",NA,"Y20072009","70.8"
"156","Bosnia and Herzegovina","Europe",NA,"Y20082010","73.2"
"157","Bosnia and Herzegovina","Europe",NA,"Y20092011","75.5"
"158","Bosnia and Herzegovina","Europe",NA,"Y20102012","78.2"
"159","Bosnia and Herzegovina","Europe",NA,"Y20112013","78.6"
"160","Bosnia and Herzegovina","Europe",NA,"Y20122014","79"
"161","Bosnia and Herzegovina","Europe",NA,"Y20132015","81"
"162","Bosnia and Herzegovina","Europe",NA,"Y20142016","83.8"
"163","Bosnia and Herzegovina","Europe",NA,"Y20152017","86"
"164","Bosnia and Herzegovina","Europe",NA,"Y20162018","87"
"165","Bosnia and Herzegovina","Europe",NA,"Y20172019","88.3"
"166","Bosnia and Herzegovina","Europe",NA,"Y20182020","88.8"
"167","Bosnia and Herzegovina","Europe",NA,"Y20192021",""
"168","Bosnia and Herzegovina","Europe",NA,"Y20202022",""
"169","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","48.4"
"170","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","48.1"
"171","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","50.8"
"172","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","55.4"
"173","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","57.2"
"174","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","57"
"175","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","55"
"176","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","56.4"
"177","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","61.4"
"178","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","67.5"
"179","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","73.3"
"180","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","74.1"
"181","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","72.9"
"182","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","70.8"
"183","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","69.5"
"184","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","68.1"
"185","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","67.3"
"186","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","67"
"187","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","68.3"
"188","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"189","Botswana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"190","Bulgaria","Europe",NA,"Y20002002","92.3"
"191","Bulgaria","Europe",NA,"Y20012003","93"
"192","Bulgaria","Europe",NA,"Y20022004","94"
"193","Bulgaria","Europe",NA,"Y20032005","95.1"
"194","Bulgaria","Europe",NA,"Y20042006","94.7"
"195","Bulgaria","Europe",NA,"Y20052007","94.2"
"196","Bulgaria","Europe",NA,"Y20062008","93.1"
"197","Bulgaria","Europe",NA,"Y20072009","94"
"198","Bulgaria","Europe",NA,"Y20082010","94.3"
"199","Bulgaria","Europe",NA,"Y20092011","93.8"
"200","Bulgaria","Europe",NA,"Y20102012","91.7"
"201","Bulgaria","Europe",NA,"Y20112013","90"
"202","Bulgaria","Europe",NA,"Y20122014","89.1"
"203","Bulgaria","Europe",NA,"Y20132015","90.1"
"204","Bulgaria","Europe",NA,"Y20142016","91.1"
"205","Bulgaria","Europe",NA,"Y20152017","92.8"
"206","Bulgaria","Europe",NA,"Y20162018","97.4"
"207","Bulgaria","Europe",NA,"Y20172019","105"
"208","Bulgaria","Europe",NA,"Y20182020","115.8"
"209","Bulgaria","Europe",NA,"Y20192021",""
"210","Bulgaria","Europe",NA,"Y20202022",""
"211","Burkina Faso","Africa","France","Y20002002","53.2"
"212","Burkina Faso","Africa","France","Y20012003","55.8"
"213","Burkina Faso","Africa","France","Y20022004","58.6"
"214","Burkina Faso","Africa","France","Y20032005","57.8"
"215","Burkina Faso","Africa","France","Y20042006","56.7"
"216","Burkina Faso","Africa","France","Y20052007","55.1"
"217","Burkina Faso","Africa","France","Y20062008","56.8"
"218","Burkina Faso","Africa","France","Y20072009","57.5"
"219","Burkina Faso","Africa","France","Y20082010","59.8"
"220","Burkina Faso","Africa","France","Y20092011","60.1"
"221","Burkina Faso","Africa","France","Y20102012","61.8"
"222","Burkina Faso","Africa","France","Y20112013","62.7"
"223","Burkina Faso","Africa","France","Y20122014","63.7"
"224","Burkina Faso","Africa","France","Y20132015","64"
"225","Burkina Faso","Africa","France","Y20142016","63.8"
"226","Burkina Faso","Africa","France","Y20152017","63.8"
"227","Burkina Faso","Africa","France","Y20162018","63.7"
"228","Burkina Faso","Africa","France","Y20172019","65"
"229","Burkina Faso","Africa","France","Y20182020","66.1"
"230","Burkina Faso","Africa","France","Y20192021",""
"231","Burkina Faso","Africa","France","Y20202022",""
"232","Burundi","Africa","Germany","Y20002002",""
"233","Burundi","Africa","Germany","Y20012003",""
"234","Burundi","Africa","Germany","Y20022004",""
"235","Burundi","Africa","Germany","Y20032005",""
"236","Burundi","Africa","Germany","Y20042006",""
"237","Burundi","Africa","Germany","Y20052007",""
"238","Burundi","Africa","Germany","Y20062008",""
"239","Burundi","Africa","Germany","Y20072009",""
"240","Burundi","Africa","Germany","Y20082010",""
"241","Burundi","Africa","Germany","Y20092011",""
"242","Burundi","Africa","Germany","Y20102012",""
"243","Burundi","Africa","Germany","Y20112013",""
"244","Burundi","Africa","Germany","Y20122014",""
"245","Burundi","Africa","Germany","Y20132015",""
"246","Burundi","Africa","Germany","Y20142016","15.2"
"247","Burundi","Africa","Germany","Y20152017","15.2"
"248","Burundi","Africa","Germany","Y20162018","15.3"
"249","Burundi","Africa","Germany","Y20172019","15.5"
"250","Burundi","Africa","Germany","Y20182020","15.7"
"251","Burundi","Africa","Germany","Y20192021",""
"252","Burundi","Africa","Germany","Y20202022",""
"253","Cabo Verde","Africa","Portugal","Y20002002","66.9"
"254","Cabo Verde","Africa","Portugal","Y20012003","65.9"
"255","Cabo Verde","Africa","Portugal","Y20022004","66.6"
"256","Cabo Verde","Africa","Portugal","Y20032005","67.2"
"257","Cabo Verde","Africa","Portugal","Y20042006","68.9"
"258","Cabo Verde","Africa","Portugal","Y20052007","69.9"
"259","Cabo Verde","Africa","Portugal","Y20062008","71.1"
"260","Cabo Verde","Africa","Portugal","Y20072009","71.5"
"261","Cabo Verde","Africa","Portugal","Y20082010","70.3"
"262","Cabo Verde","Africa","Portugal","Y20092011","69"
"263","Cabo Verde","Africa","Portugal","Y20102012","67.6"
"264","Cabo Verde","Africa","Portugal","Y20112013","66.8"
"265","Cabo Verde","Africa","Portugal","Y20122014","66"
"266","Cabo Verde","Africa","Portugal","Y20132015","65.4"
"267","Cabo Verde","Africa","Portugal","Y20142016","64.8"
"268","Cabo Verde","Africa","Portugal","Y20152017","65"
"269","Cabo Verde","Africa","Portugal","Y20162018","65.5"
"270","Cabo Verde","Africa","Portugal","Y20172019","65.3"
"271","Cabo Verde","Africa","Portugal","Y20182020","67.5"
"272","Cabo Verde","Africa","Portugal","Y20192021",""
"273","Cabo Verde","Africa","Portugal","Y20202022",""
"274","Cameroon","Africa","France","Y20002002","45.2"
"275","Cameroon","Africa","France","Y20012003","46.4"
"276","Cameroon","Africa","France","Y20022004","48.9"
"277","Cameroon","Africa","France","Y20032005","50"
"278","Cameroon","Africa","France","Y20042006","50.8"
"279","Cameroon","Africa","France","Y20052007","51.3"
"280","Cameroon","Africa","France","Y20062008","52.1"
"281","Cameroon","Africa","France","Y20072009","52.8"
"282","Cameroon","Africa","France","Y20082010","55.6"
"283","Cameroon","Africa","France","Y20092011","57.1"
"284","Cameroon","Africa","France","Y20102012","58.9"
"285","Cameroon","Africa","France","Y20112013","58.5"
"286","Cameroon","Africa","France","Y20122014","58.3"
"287","Cameroon","Africa","France","Y20132015","57.5"
"288","Cameroon","Africa","France","Y20142016","57.1"
"289","Cameroon","Africa","France","Y20152017","56.6"
"290","Cameroon","Africa","France","Y20162018","56"
"291","Cameroon","Africa","France","Y20172019","55.3"
"292","Cameroon","Africa","France","Y20182020","54.9"
"293","Cameroon","Africa","France","Y20192021",""
"294","Cameroon","Africa","France","Y20202022",""
"295","Central African Republic","Africa","France","Y20002002","62.8"
"296","Central African Republic","Africa","France","Y20012003","64.4"
"297","Central African Republic","Africa","France","Y20022004","65.8"
"298","Central African Republic","Africa","France","Y20032005","65.9"
"299","Central African Republic","Africa","France","Y20042006","66.2"
"300","Central African Republic","Africa","France","Y20052007","67.4"
"301","Central African Republic","Africa","France","Y20062008","70.1"
"302","Central African Republic","Africa","France","Y20072009","72"
"303","Central African Republic","Africa","France","Y20082010","70.7"
"304","Central African Republic","Africa","France","Y20092011","69"
"305","Central African Republic","Africa","France","Y20102012","67.2"
"306","Central African Republic","Africa","France","Y20112013","66.7"
"307","Central African Republic","Africa","France","Y20122014","62.9"
"308","Central African Republic","Africa","France","Y20132015","58.4"
"309","Central African Republic","Africa","France","Y20142016","55.5"
"310","Central African Republic","Africa","France","Y20152017","56.5"
"311","Central African Republic","Africa","France","Y20162018","59.1"
"312","Central African Republic","Africa","France","Y20172019","59.7"
"313","Central African Republic","Africa","France","Y20182020","58.6"
"314","Central African Republic","Africa","France","Y20192021",""
"315","Central African Republic","Africa","France","Y20202022",""
"316","Chad","Africa","France","Y20002002","62.1"
"317","Chad","Africa","France","Y20012003","61.6"
"318","Chad","Africa","France","Y20022004","60.7"
"319","Chad","Africa","France","Y20032005","59.1"
"320","Chad","Africa","France","Y20042006","57.8"
"321","Chad","Africa","France","Y20052007","54.6"
"322","Chad","Africa","France","Y20062008","52.4"
"323","Chad","Africa","France","Y20072009","50.2"
"324","Chad","Africa","France","Y20082010","54.9"
"325","Chad","Africa","France","Y20092011","59"
"326","Chad","Africa","France","Y20102012","64.3"
"327","Chad","Africa","France","Y20112013","65.1"
"328","Chad","Africa","France","Y20122014","65.4"
"329","Chad","Africa","France","Y20132015","65.7"
"330","Chad","Africa","France","Y20142016","65.4"
"331","Chad","Africa","France","Y20152017","65.7"
"332","Chad","Africa","France","Y20162018","65.9"
"333","Chad","Africa","France","Y20172019","66.5"
"334","Chad","Africa","France","Y20182020","66.3"
"335","Chad","Africa","France","Y20192021",""
"336","Chad","Africa","France","Y20202022",""
"337","Comoros","Africa","France","Y20002002",""
"338","Comoros","Africa","France","Y20012003",""
"339","Comoros","Africa","France","Y20022004",""
"340","Comoros","Africa","France","Y20032005",""
"341","Comoros","Africa","France","Y20042006",""
"342","Comoros","Africa","France","Y20052007",""
"343","Comoros","Africa","France","Y20062008",""
"344","Comoros","Africa","France","Y20072009",""
"345","Comoros","Africa","France","Y20082010",""
"346","Comoros","Africa","France","Y20092011",""
"347","Comoros","Africa","France","Y20102012","60.1"
"348","Comoros","Africa","France","Y20112013","60.6"
"349","Comoros","Africa","France","Y20122014","61.8"
"350","Comoros","Africa","France","Y20132015","62.2"
"351","Comoros","Africa","France","Y20142016","62.7"
"352","Comoros","Africa","France","Y20152017","62.4"
"353","Comoros","Africa","France","Y20162018","61.9"
"354","Comoros","Africa","France","Y20172019","60.3"
"355","Comoros","Africa","France","Y20182020","59.7"
"356","Comoros","Africa","France","Y20192021",""
"357","Comoros","Africa","France","Y20202022",""
"358","Congo","Africa","France","Y20002002","55.8"
"359","Congo","Africa","France","Y20012003","56.4"
"360","Congo","Africa","France","Y20022004","55.4"
"361","Congo","Africa","France","Y20032005","51.4"
"362","Congo","Africa","France","Y20042006","50.3"
"363","Congo","Africa","France","Y20052007","48.9"
"364","Congo","Africa","France","Y20062008","48.6"
"365","Congo","Africa","France","Y20072009","46.4"
"366","Congo","Africa","France","Y20082010","44"
"367","Congo","Africa","France","Y20092011","43.3"
"368","Congo","Africa","France","Y20102012","42.1"
"369","Congo","Africa","France","Y20112013","42.1"
"370","Congo","Africa","France","Y20122014","41.4"
"371","Congo","Africa","France","Y20132015","42.1"
"372","Congo","Africa","France","Y20142016","45.2"
"373","Congo","Africa","France","Y20152017","47.9"
"374","Congo","Africa","France","Y20162018","48.5"
"375","Congo","Africa","France","Y20172019","49.3"
"376","Congo","Africa","France","Y20182020","52.1"
"377","Congo","Africa","France","Y20192021",""
"378","Congo","Africa","France","Y20202022",""
"379","Cote d'Ivoire","Africa","France","Y20002002","54.3"
"380","Cote d'Ivoire","Africa","France","Y20012003","55.5"
"381","Cote d'Ivoire","Africa","France","Y20022004","55.7"
"382","Cote d'Ivoire","Africa","France","Y20032005","56.3"
"383","Cote d'Ivoire","Africa","France","Y20042006","55.5"
"384","Cote d'Ivoire","Africa","France","Y20052007","55.2"
"385","Cote d'Ivoire","Africa","France","Y20062008","52.7"
"386","Cote d'Ivoire","Africa","France","Y20072009","52.2"
"387","Cote d'Ivoire","Africa","France","Y20082010","50.6"
"388","Cote d'Ivoire","Africa","France","Y20092011","50.3"
"389","Cote d'Ivoire","Africa","France","Y20102012","49.8"
"390","Cote d'Ivoire","Africa","France","Y20112013","50.5"
"391","Cote d'Ivoire","Africa","France","Y20122014","50.3"
"392","Cote d'Ivoire","Africa","France","Y20132015","49.5"
"393","Cote d'Ivoire","Africa","France","Y20142016","48"
"394","Cote d'Ivoire","Africa","France","Y20152017","47.8"
"395","Cote d'Ivoire","Africa","France","Y20162018","47.3"
"396","Cote d'Ivoire","Africa","France","Y20172019","48.8"
"397","Cote d'Ivoire","Africa","France","Y20182020","50.2"
"398","Cote d'Ivoire","Africa","France","Y20192021",""
"399","Cote d'Ivoire","Africa","France","Y20202022",""
"400","Croatia","Europe",NA,"Y20002002","83.9"
"401","Croatia","Europe",NA,"Y20012003","86.4"
"402","Croatia","Europe",NA,"Y20022004","92.7"
"403","Croatia","Europe",NA,"Y20032005","99.1"
"404","Croatia","Europe",NA,"Y20042006","107.8"
"405","Croatia","Europe",NA,"Y20052007","114"
"406","Croatia","Europe",NA,"Y20062008","119.1"
"407","Croatia","Europe",NA,"Y20072009","118.6"
"408","Croatia","Europe",NA,"Y20082010","113.4"
"409","Croatia","Europe",NA,"Y20092011","107.6"
"410","Croatia","Europe",NA,"Y20102012","107.9"
"411","Croatia","Europe",NA,"Y20112013","112.6"
"412","Croatia","Europe",NA,"Y20122014","113.6"
"413","Croatia","Europe",NA,"Y20132015","112.8"
"414","Croatia","Europe",NA,"Y20142016","111.7"
"415","Croatia","Europe",NA,"Y20152017","113.8"
"416","Croatia","Europe",NA,"Y20162018","115.1"
"417","Croatia","Europe",NA,"Y20172019","117.2"
"418","Croatia","Europe",NA,"Y20182020","119.1"
"419","Croatia","Europe",NA,"Y20192021",""
"420","Croatia","Europe",NA,"Y20202022",""
"421","Czechia","Europe",NA,"Y20002002","113.7"
"422","Czechia","Europe",NA,"Y20012003","116.7"
"423","Czechia","Europe",NA,"Y20022004","117.5"
"424","Czechia","Europe",NA,"Y20032005","121.7"
"425","Czechia","Europe",NA,"Y20042006","127.5"
"426","Czechia","Europe",NA,"Y20052007","133.4"
"427","Czechia","Europe",NA,"Y20062008","136.6"
"428","Czechia","Europe",NA,"Y20072009","136.1"
"429","Czechia","Europe",NA,"Y20082010","137.2"
"430","Czechia","Europe",NA,"Y20092011","135.7"
"431","Czechia","Europe",NA,"Y20102012","136"
"432","Czechia","Europe",NA,"Y20112013","135.8"
"433","Czechia","Europe",NA,"Y20122014","134.2"
"434","Czechia","Europe",NA,"Y20132015","130.2"
"435","Czechia","Europe",NA,"Y20142016","130.3"
"436","Czechia","Europe",NA,"Y20152017","134.4"
"437","Czechia","Europe",NA,"Y20162018","141.4"
"438","Czechia","Europe",NA,"Y20172019","145.8"
"439","Czechia","Europe",NA,"Y20182020","149.6"
"440","Czechia","Europe",NA,"Y20192021",""
"441","Czechia","Europe",NA,"Y20202022",""
"442","Democratic Republic of the Congo","Africa","Belgium","Y20002002",""
"443","Democratic Republic of the Congo","Africa","Belgium","Y20012003",""
"444","Democratic Republic of the Congo","Africa","Belgium","Y20022004",""
"445","Democratic Republic of the Congo","Africa","Belgium","Y20032005",""
"446","Democratic Republic of the Congo","Africa","Belgium","Y20042006",""
"447","Democratic Republic of the Congo","Africa","Belgium","Y20052007",""
"448","Democratic Republic of the Congo","Africa","Belgium","Y20062008",""
"449","Democratic Republic of the Congo","Africa","Belgium","Y20072009",""
"450","Democratic Republic of the Congo","Africa","Belgium","Y20082010",""
"451","Democratic Republic of the Congo","Africa","Belgium","Y20092011",""
"452","Democratic Republic of the Congo","Africa","Belgium","Y20102012","25.1"
"453","Democratic Republic of the Congo","Africa","Belgium","Y20112013","25.3"
"454","Democratic Republic of the Congo","Africa","Belgium","Y20122014","25.8"
"455","Democratic Republic of the Congo","Africa","Belgium","Y20132015","26.4"
"456","Democratic Republic of the Congo","Africa","Belgium","Y20142016","26.4"
"457","Democratic Republic of the Congo","Africa","Belgium","Y20152017","26"
"458","Democratic Republic of the Congo","Africa","Belgium","Y20162018","25.4"
"459","Democratic Republic of the Congo","Africa","Belgium","Y20172019","25.2"
"460","Democratic Republic of the Congo","Africa","Belgium","Y20182020","24.2"
"461","Democratic Republic of the Congo","Africa","Belgium","Y20192021",""
"462","Democratic Republic of the Congo","Africa","Belgium","Y20202022",""
"463","Denmark","Europe",NA,"Y20002002","133.4"
"464","Denmark","Europe",NA,"Y20012003","132.1"
"465","Denmark","Europe",NA,"Y20022004","131.3"
"466","Denmark","Europe",NA,"Y20032005","133.6"
"467","Denmark","Europe",NA,"Y20042006","133.9"
"468","Denmark","Europe",NA,"Y20052007","132.9"
"469","Denmark","Europe",NA,"Y20062008","129.5"
"470","Denmark","Europe",NA,"Y20072009","129.7"
"471","Denmark","Europe",NA,"Y20082010","128.4"
"472","Denmark","Europe",NA,"Y20092011","129.3"
"473","Denmark","Europe",NA,"Y20102012","128.6"
"474","Denmark","Europe",NA,"Y20112013","130.2"
"475","Denmark","Europe",NA,"Y20122014","130.7"
"476","Denmark","Europe",NA,"Y20132015","131.4"
"477","Denmark","Europe",NA,"Y20142016","132.2"
"478","Denmark","Europe",NA,"Y20152017","132.8"
"479","Denmark","Europe",NA,"Y20162018","134.6"
"480","Denmark","Europe",NA,"Y20172019","138.7"
"481","Denmark","Europe",NA,"Y20182020","142.5"
"482","Denmark","Europe",NA,"Y20192021",""
"483","Denmark","Europe",NA,"Y20202022",""
"484","Djibouti","Africa","France","Y20002002","47.7"
"485","Djibouti","Africa","France","Y20012003","49"
"486","Djibouti","Africa","France","Y20022004","52"
"487","Djibouti","Africa","France","Y20032005","57.2"
"488","Djibouti","Africa","France","Y20042006","61.4"
"489","Djibouti","Africa","France","Y20052007","65.5"
"490","Djibouti","Africa","France","Y20062008","67.5"
"491","Djibouti","Africa","France","Y20072009","67"
"492","Djibouti","Africa","France","Y20082010","62.4"
"493","Djibouti","Africa","France","Y20092011","58.4"
"494","Djibouti","Africa","France","Y20102012","56.5"
"495","Djibouti","Africa","France","Y20112013","58.2"
"496","Djibouti","Africa","France","Y20122014","60.5"
"497","Djibouti","Africa","France","Y20132015","63.1"
"498","Djibouti","Africa","France","Y20142016","63.9"
"499","Djibouti","Africa","France","Y20152017","63.4"
"500","Djibouti","Africa","France","Y20162018","63.2"
"501","Djibouti","Africa","France","Y20172019","62"
"502","Djibouti","Africa","France","Y20182020","62"
"503","Djibouti","Africa","France","Y20192021",""
"504","Djibouti","Africa","France","Y20202022",""
"505","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","57.3"
"506","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","57.9"
