"","Area","Region","YearPeriod","PrimaryColonizer","TotalProtein(AVG_g/cap/day)","AnimalProtein(AVG_g/cap/day)"
"1453","Sao Tome and Principe","Africa","Y20032005","Portugal","57","16"
"1454","Sao Tome and Principe","Africa","Y20042006","Portugal","57","16"
"1455","Sao Tome and Principe","Africa","Y20052007","Portugal","57.3","16"
"1456","Sao Tome and Principe","Africa","Y20062008","Portugal","57.3","16"
"1457","Sao Tome and Principe","Africa","Y20072009","Portugal","57.7","16.3"
"1458","Sao Tome and Principe","Africa","Y20082010","Portugal","56.7","16.7"
"1459","Sao Tome and Principe","Africa","Y20092011","Portugal","55.6","16.7"
"1460","Sao Tome and Principe","Africa","Y20102012","Portugal","54.3","16.3"
"1461","Sao Tome and Principe","Africa","Y20112013","Portugal","54","16"
"1462","Sao Tome and Principe","Africa","Y20122014","Portugal","53.7","16.3"
"1463","Sao Tome and Principe","Africa","Y20132015","Portugal","53","16.7"
"1464","Sao Tome and Principe","Africa","Y20142016","Portugal","52.7","17"
"1465","Sao Tome and Principe","Africa","Y20152017","Portugal","52.3","16.7"
"1466","Sao Tome and Principe","Africa","Y20162018","Portugal","52.7","16.7"
"1467","Sao Tome and Principe","Africa","Y20172019","Portugal","53.7","17.3"
"1468","Sao Tome and Principe","Africa","Y20182020","Portugal","54.7","18"
"1469","Sao Tome and Principe","Africa","Y20192021","Portugal","",""
"1470","Sao Tome and Principe","Africa","Y20202022","Portugal","",""
"1471","Senegal","Africa","Y20002002","France","55.6","16.3"
"1472","Senegal","Africa","Y20012003","France","53.7","16"
"1473","Senegal","Africa","Y20022004","France","54.4","15.7"
"1474","Senegal","Africa","Y20032005","France","56","16"
"1475","Senegal","Africa","Y20042006","France","57","15.7"
"1476","Senegal","Africa","Y20052007","France","57.7","15.3"
"1477","Senegal","Africa","Y20062008","France","58.7","15.3"
"1478","Senegal","Africa","Y20072009","France","59.7","16"
"1479","Senegal","Africa","Y20082010","France","61","16.3"
"1480","Senegal","Africa","Y20092011","France","60.6","16.3"
"1481","Senegal","Africa","Y20102012","France","60.7","16"
"1482","Senegal","Africa","Y20112013","France","59.7","15.7"
"1483","Senegal","Africa","Y20122014","France","59.6","15"
"1484","Senegal","Africa","Y20132015","France","59.3","14.3"
"1485","Senegal","Africa","Y20142016","France","60.4","14"
"1486","Senegal","Africa","Y20152017","France","61.7","14.3"
"1487","Senegal","Africa","Y20162018","France","62.7","14.3"
"1488","Senegal","Africa","Y20172019","France","63","13.6"
"1489","Senegal","Africa","Y20182020","France","63.7","12.6"
"1490","Senegal","Africa","Y20192021","France","",""
"1491","Senegal","Africa","Y20202022","France","",""
"1492","Serbia","Europe","Y20002002",NA,"",""
"1493","Serbia","Europe","Y20012003",NA,"",""
"1494","Serbia","Europe","Y20022004",NA,"",""
"1495","Serbia","Europe","Y20032005",NA,"",""
"1496","Serbia","Europe","Y20042006",NA,"25.6","11.3"
"1497","Serbia","Europe","Y20052007",NA,"77.5","35"
"1498","Serbia","Europe","Y20062008",NA,"78.3","35.7"
"1499","Serbia","Europe","Y20072009",NA,"79","36.3"
"1500","Serbia","Europe","Y20082010",NA,"80","36.7"
"1501","Serbia","Europe","Y20092011",NA,"80.7","36.7"
"1502","Serbia","Europe","Y20102012",NA,"81.7","37.7"
"1503","Serbia","Europe","Y20112013",NA,"82","38.7"
"1504","Serbia","Europe","Y20122014",NA,"83","40.7"
"1505","Serbia","Europe","Y20132015",NA,"84","41.7"
"1506","Serbia","Europe","Y20142016",NA,"84.7","42.3"
"1507","Serbia","Europe","Y20152017",NA,"84","41.3"
"1508","Serbia","Europe","Y20162018",NA,"83.7","41"
"1509","Serbia","Europe","Y20172019",NA,"85","41.7"
"1510","Serbia","Europe","Y20182020",NA,"87","43"
"1511","Serbia","Europe","Y20192021",NA,"",""
"1512","Serbia","Europe","Y20202022",NA,"",""
"1513","Seychelles","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1514","Seychelles","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1515","Seychelles","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1516","Seychelles","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1517","Seychelles","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1518","Seychelles","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1519","Seychelles","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1520","Seychelles","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1521","Seychelles","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","30.5","13.2"
"1522","Seychelles","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","59.8","27.5"
"1523","Seychelles","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","89","41"
"1524","Seychelles","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","88","41.7"
"1525","Seychelles","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","86","40.7"
"1526","Seychelles","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","85","41.7"
"1527","Seychelles","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","86","44.7"
"1528","Seychelles","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","90","48.7"
"1529","Seychelles","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","93.4","51"
"1530","Seychelles","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","96","51.3"
"1531","Seychelles","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","98","51"
"1532","Seychelles","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1533","Seychelles","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1534","Sierra Leone","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","44.4","6.7"
"1535","Sierra Leone","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","45.4","7"
"1536","Sierra Leone","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","47","8.4"
"1537","Sierra Leone","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","48.4","9.7"
"1538","Sierra Leone","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","50","10.7"
"1539","Sierra Leone","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","50.3","11"
"1540","Sierra Leone","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","51.3","12"
"1541","Sierra Leone","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","52.4","13"
"1542","Sierra Leone","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","52.6","13.3"
"1543","Sierra Leone","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","52","12.6"
"1544","Sierra Leone","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","51.3","12"
"1545","Sierra Leone","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","51.7","12.3"
"1546","Sierra Leone","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","51.7","12.7"
"1547","Sierra Leone","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","51","12.7"
"1548","Sierra Leone","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","49.6","12"
"1549","Sierra Leone","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","49","11.3"
"1550","Sierra Leone","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","48.7","11"
"1551","Sierra Leone","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","49.3","11.3"
"1552","Sierra Leone","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","49.7","11.7"
"1553","Sierra Leone","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1554","Sierra Leone","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1555","Slovakia","Europe","Y20002002",NA,"71.7","33.7"
"1556","Slovakia","Europe","Y20012003",NA,"72.3","34.3"
"1557","Slovakia","Europe","Y20022004",NA,"72.3","34.3"
"1558","Slovakia","Europe","Y20032005",NA,"72.7","35"
"1559","Slovakia","Europe","Y20042006",NA,"72.7","35.3"
"1560","Slovakia","Europe","Y20052007",NA,"72.7","35.3"
"1561","Slovakia","Europe","Y20062008",NA,"72.3","34.3"
"1562","Slovakia","Europe","Y20072009",NA,"72","34.3"
"1563","Slovakia","Europe","Y20082010",NA,"72.3","35.3"
"1564","Slovakia","Europe","Y20092011",NA,"72","36"
"1565","Slovakia","Europe","Y20102012",NA,"70.3","34.7"
"1566","Slovakia","Europe","Y20112013",NA,"69.7","34"
"1567","Slovakia","Europe","Y20122014",NA,"69.3","33.3"
"1568","Slovakia","Europe","Y20132015",NA,"69.3","34"
"1569","Slovakia","Europe","Y20142016",NA,"69.3","35"
"1570","Slovakia","Europe","Y20152017",NA,"68.3","36.3"
"1571","Slovakia","Europe","Y20162018",NA,"68.7","37.3"
"1572","Slovakia","Europe","Y20172019",NA,"69","38"
"1573","Slovakia","Europe","Y20182020",NA,"70.3","38.3"
"1574","Slovakia","Europe","Y20192021",NA,"",""
"1575","Slovakia","Europe","Y20202022",NA,"",""
"1576","Slovenia","Europe","Y20002002",NA,"99.7","58.3"
"1577","Slovenia","Europe","Y20012003",NA,"99","57.7"
"1578","Slovenia","Europe","Y20022004",NA,"99","57.7"
"1579","Slovenia","Europe","Y20032005",NA,"99","58"
"1580","Slovenia","Europe","Y20042006",NA,"98.3","57.3"
"1581","Slovenia","Europe","Y20052007",NA,"98","56.7"
"1582","Slovenia","Europe","Y20062008",NA,"99","57"
"1583","Slovenia","Europe","Y20072009",NA,"100","58"
"1584","Slovenia","Europe","Y20082010",NA,"100.7","58.7"
"1585","Slovenia","Europe","Y20092011",NA,"99.7","57.3"
"1586","Slovenia","Europe","Y20102012",NA,"98.7","55.7"
"1587","Slovenia","Europe","Y20112013",NA,"97.3","53.3"
"1588","Slovenia","Europe","Y20122014",NA,"97.3","52.3"
"1589","Slovenia","Europe","Y20132015",NA,"97","51.7"
"1590","Slovenia","Europe","Y20142016",NA,"97.7","52"
"1591","Slovenia","Europe","Y20152017",NA,"97.3","52.3"
"1592","Slovenia","Europe","Y20162018",NA,"96.7","51.7"
"1593","Slovenia","Europe","Y20172019",NA,"96.7","52.3"
"1594","Slovenia","Europe","Y20182020",NA,"97.3","52.3"
"1595","Slovenia","Europe","Y20192021",NA,"",""
"1596","Slovenia","Europe","Y20202022",NA,"",""
"1597","South Africa","Africa","Y20002002","Netherlands (Kingdom of the)","75.3","25"
"1598","South Africa","Africa","Y20012003","Netherlands (Kingdom of the)","75","25.3"
"1599","South Africa","Africa","Y20022004","Netherlands (Kingdom of the)","75.3","26.3"
"1600","South Africa","Africa","Y20032005","Netherlands (Kingdom of the)","76.7","27.7"
"1601","South Africa","Africa","Y20042006","Netherlands (Kingdom of the)","78","29"
"1602","South Africa","Africa","Y20052007","Netherlands (Kingdom of the)","79.3","30.3"
"1603","South Africa","Africa","Y20062008","Netherlands (Kingdom of the)","80.3","31.7"
"1604","South Africa","Africa","Y20072009","Netherlands (Kingdom of the)","80.7","32.3"
"1605","South Africa","Africa","Y20082010","Netherlands (Kingdom of the)","80.3","32.7"
"1606","South Africa","Africa","Y20092011","Netherlands (Kingdom of the)","80","33"
"1607","South Africa","Africa","Y20102012","Netherlands (Kingdom of the)","80","34"
"1608","South Africa","Africa","Y20112013","Netherlands (Kingdom of the)","80","34.7"
"1609","South Africa","Africa","Y20122014","Netherlands (Kingdom of the)","80.7","35.7"
"1610","South Africa","Africa","Y20132015","Netherlands (Kingdom of the)","81","36.3"
"1611","South Africa","Africa","Y20142016","Netherlands (Kingdom of the)","81.3","37"
"1612","South Africa","Africa","Y20152017","Netherlands (Kingdom of the)","80.3","36.3"
"1613","South Africa","Africa","Y20162018","Netherlands (Kingdom of the)","80","35.7"
"1614","South Africa","Africa","Y20172019","Netherlands (Kingdom of the)","79.7","35.7"
"1615","South Africa","Africa","Y20182020","Netherlands (Kingdom of the)","79.7","36"
"1616","South Africa","Africa","Y20192021","Netherlands (Kingdom of the)","",""
"1617","South Africa","Africa","Y20202022","Netherlands (Kingdom of the)","",""
"1618","South Sudan","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1619","South Sudan","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1620","South Sudan","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1621","South Sudan","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1622","South Sudan","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1623","South Sudan","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1624","South Sudan","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1625","South Sudan","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1626","South Sudan","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1627","South Sudan","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1628","South Sudan","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1629","South Sudan","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1630","South Sudan","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1631","South Sudan","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1632","South Sudan","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","",""
"1633","South Sudan","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","",""
"1634","South Sudan","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","",""
"1635","South Sudan","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","21.2","9.6"
"1636","South Sudan","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","42.8","18.7"
"1637","South Sudan","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1638","South Sudan","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1639","Spain","Europe","Y20002002",NA,"113","72.7"
"1640","Spain","Europe","Y20012003",NA,"113.3","73.7"
"1641","Spain","Europe","Y20022004",NA,"112.6","73.3"
"1642","Spain","Europe","Y20032005",NA,"110.3","71.3"
"1643","Spain","Europe","Y20042006",NA,"109.3","70.3"
"1644","Spain","Europe","Y20052007",NA,"109.7","70.7"
"1645","Spain","Europe","Y20062008",NA,"109.7","70.3"
"1646","Spain","Europe","Y20072009",NA,"109","69"
"1647","Spain","Europe","Y20082010",NA,"107.3","67.3"
"1648","Spain","Europe","Y20092011",NA,"106.3","66.7"
"1649","Spain","Europe","Y20102012",NA,"105","65.7"
"1650","Spain","Europe","Y20112013",NA,"104.3","64.7"
"1651","Spain","Europe","Y20122014",NA,"104","64.3"
"1652","Spain","Europe","Y20132015",NA,"104.3","65"
"1653","Spain","Europe","Y20142016",NA,"105.3","65.7"
"1654","Spain","Europe","Y20152017",NA,"106.3","66"
"1655","Spain","Europe","Y20162018",NA,"107.7","66.7"
"1656","Spain","Europe","Y20172019",NA,"109","68.3"
"1657","Spain","Europe","Y20182020",NA,"110.3","69.7"
"1658","Spain","Europe","Y20192021",NA,"",""
"1659","Spain","Europe","Y20202022",NA,"",""
"1660","Sudan","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1661","Sudan","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1662","Sudan","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1663","Sudan","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1664","Sudan","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1665","Sudan","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1666","Sudan","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1667","Sudan","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1668","Sudan","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1669","Sudan","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1670","Sudan","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","24.5","7.1"
"1671","Sudan","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","73.5","21"
"1672","Sudan","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","73.7","21"
"1673","Sudan","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","74.3","21"
"1674","Sudan","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","73.7","21"
"1675","Sudan","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","73.7","20.7"
"1676","Sudan","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","74","20.3"
"1677","Sudan","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","74.7","19.7"
"1678","Sudan","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","74.7","19.3"
"1679","Sudan","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1680","Sudan","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1681","Sweden","Europe","Y20002002",NA,"103.7","69.3"
"1682","Sweden","Europe","Y20012003",NA,"106","71.3"
"1683","Sweden","Europe","Y20022004",NA,"107.7","72.3"
"1684","Sweden","Europe","Y20032005",NA,"108","72.3"
"1685","Sweden","Europe","Y20042006",NA,"107.7","72"
"1686","Sweden","Europe","Y20052007",NA,"107.3","71.7"
"1687","Sweden","Europe","Y20062008",NA,"107.3","71.7"
"1688","Sweden","Europe","Y20072009",NA,"107.3","71"
"1689","Sweden","Europe","Y20082010",NA,"107.7","71"
"1690","Sweden","Europe","Y20092011",NA,"107.3","70.7"
"1691","Sweden","Europe","Y20102012",NA,"106.7","70.3"
"1692","Sweden","Europe","Y20112013",NA,"106.7","70.3"
"1693","Sweden","Europe","Y20122014",NA,"107","70.3"
"1694","Sweden","Europe","Y20132015",NA,"107.7","71"
"1695","Sweden","Europe","Y20142016",NA,"107","70.3"
"1696","Sweden","Europe","Y20152017",NA,"106.3","69.3"
"1697","Sweden","Europe","Y20162018",NA,"105.7","67.7"
"1698","Sweden","Europe","Y20172019",NA,"107","68"
"1699","Sweden","Europe","Y20182020",NA,"108","68.7"
"1700","Sweden","Europe","Y20192021",NA,"",""
"1701","Sweden","Europe","Y20202022",NA,"",""
"1702","Switzerland","Europe","Y20002002",NA,"94","58.3"
"1703","Switzerland","Europe","Y20012003",NA,"93.3","58.3"
"1704","Switzerland","Europe","Y20022004",NA,"92.7","58"
"1705","Switzerland","Europe","Y20032005",NA,"92","58"
"1706","Switzerland","Europe","Y20042006",NA,"91.7","58"
"1707","Switzerland","Europe","Y20052007",NA,"92.3","58.3"
"1708","Switzerland","Europe","Y20062008",NA,"93","58.7"
"1709","Switzerland","Europe","Y20072009",NA,"93.7","59"
"1710","Switzerland","Europe","Y20082010",NA,"93.7","59.3"
"1711","Switzerland","Europe","Y20092011",NA,"94.3","59.7"
"1712","Switzerland","Europe","Y20102012",NA,"93.7","59.3"
"1713","Switzerland","Europe","Y20112013",NA,"93.3","59"
"1714","Switzerland","Europe","Y20122014",NA,"93.7","59.3"
"1715","Switzerland","Europe","Y20132015",NA,"95.3","60.7"
"1716","Switzerland","Europe","Y20142016",NA,"96.3","61.3"
"1717","Switzerland","Europe","Y20152017",NA,"96.3","61"
"1718","Switzerland","Europe","Y20162018",NA,"96.3","60.7"
"1719","Switzerland","Europe","Y20172019",NA,"96.3","60"
"1720","Switzerland","Europe","Y20182020",NA,"96.7","60.3"
"1721","Switzerland","Europe","Y20192021",NA,"",""
"1722","Switzerland","Europe","Y20202022",NA,"",""
"1723","Togo","Africa","Y20002002","France","49.6","6.3"
"1724","Togo","Africa","Y20012003","France","49","6"
"1725","Togo","Africa","Y20022004","France","49","6"
"1726","Togo","Africa","Y20032005","France","50.4","6.3"
"1727","Togo","Africa","Y20042006","France","51.4","6.3"
"1728","Togo","Africa","Y20052007","France","52","6.3"
"1729","Togo","Africa","Y20062008","France","52.3","6"
"1730","Togo","Africa","Y20072009","France","53","6.3"
"1731","Togo","Africa","Y20082010","France","53.7","7"
"1732","Togo","Africa","Y20092011","France","54.7","7.7"
"1733","Togo","Africa","Y20102012","France","55","8"
"1734","Togo","Africa","Y20112013","France","55.7","8"
"1735","Togo","Africa","Y20122014","France","55.7","8"
"1736","Togo","Africa","Y20132015","France","55.7","8.7"
"1737","Togo","Africa","Y20142016","France","56","9"
"1738","Togo","Africa","Y20152017","France","56","9.3"
"1739","Togo","Africa","Y20162018","France","56.3","9.3"
"1740","Togo","Africa","Y20172019","France","56.7","9.3"
"1741","Togo","Africa","Y20182020","France","56.7","9"
"1742","Togo","Africa","Y20192021","France","",""
"1743","Togo","Africa","Y20202022","France","",""
"1744","Tunisia","Africa","Y20002002","France","89.3","24"
"1745","Tunisia","Africa","Y20012003","France","89","24"
"1746","Tunisia","Africa","Y20022004","France","88.7","24"
"1747","Tunisia","Africa","Y20032005","France","89.7","24"
"1748","Tunisia","Africa","Y20042006","France","89.7","24"
"1749","Tunisia","Africa","Y20052007","France","90.7","24.3"
"1750","Tunisia","Africa","Y20062008","France","90.7","24.7"
"1751","Tunisia","Africa","Y20072009","France","92.7","25"
"1752","Tunisia","Africa","Y20082010","France","93.7","25"
"1753","Tunisia","Africa","Y20092011","France","95.7","25"
"1754","Tunisia","Africa","Y20102012","France","96.7","25.7"
"1755","Tunisia","Africa","Y20112013","France","97.7","26.3"
"1756","Tunisia","Africa","Y20122014","France","98.7","27.3"
"1757","Tunisia","Africa","Y20132015","France","99.3","28"
"1758","Tunisia","Africa","Y20142016","France","100","28.3"
"1759","Tunisia","Africa","Y20152017","France","100","28.3"
"1760","Tunisia","Africa","Y20162018","France","99.7","28"
"1761","Tunisia","Africa","Y20172019","France","99.7","28"
"1762","Tunisia","Africa","Y20182020","France","99.7","28"
"1763","Tunisia","Africa","Y20192021","France","",""
"1764","Tunisia","Africa","Y20202022","France","",""
"1765","Uganda","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","49.7","8.3"
"1766","Uganda","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","51.7","9"
"1767","Uganda","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","52.3","10"
"1768","Uganda","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","53","11"
"1769","Uganda","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","51.6","11.3"
"1770","Uganda","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","51","11.7"
"1771","Uganda","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","51","11.7"
"1772","Uganda","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","52.4","12"
"1773","Uganda","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","54.7","12"
"1774","Uganda","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","55.7","12"
"1775","Uganda","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","56","12"
"1776","Uganda","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","55.3","12"
"1777","Uganda","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","54.7","12"
"1778","Uganda","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","53.3","12"
"1779","Uganda","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","50.9","11.7"
"1780","Uganda","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","48.6","11"
"1781","Uganda","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","47.3","10.7"
"1782","Uganda","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","44.9","10.7"
"1783","Uganda","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","46","11"
"1784","Uganda","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1785","Uganda","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1786","Ukraine","Europe","Y20002002",NA,"81.7","33.3"
"1787","Ukraine","Europe","Y20012003",NA,"82.7","34.3"
"1788","Ukraine","Europe","Y20022004",NA,"84.7","36.7"
"1789","Ukraine","Europe","Y20032005",NA,"86.3","38.3"
"1790","Ukraine","Europe","Y20042006",NA,"88.3","40"
"1791","Ukraine","Europe","Y20052007",NA,"88.7","41"
"1792","Ukraine","Europe","Y20062008",NA,"89.3","42.7"
"1793","Ukraine","Europe","Y20072009",NA,"88.7","43"
"1794","Ukraine","Europe","Y20082010",NA,"88.3","43"
"1795","Ukraine","Europe","Y20092011",NA,"87.7","42"
"1796","Ukraine","Europe","Y20102012",NA,"88.7","42.7"
"1797","Ukraine","Europe","Y20112013",NA,"90.3","43.7"
"1798","Ukraine","Europe","Y20122014",NA,"89","42.7"
"1799","Ukraine","Europe","Y20132015",NA,"87.7","40.3"
"1800","Ukraine","Europe","Y20142016",NA,"86.3","37.7"
"1801","Ukraine","Europe","Y20152017",NA,"87.3","37"
"1802","Ukraine","Europe","Y20162018",NA,"87.7","38.3"
"1803","Ukraine","Europe","Y20172019",NA,"87.7","40.7"
"1804","Ukraine","Europe","Y20182020",NA,"87.7","42.3"
"1805","Ukraine","Europe","Y20192021",NA,"",""
"1806","Ukraine","Europe","Y20202022",NA,"",""
"1807","United Kingdom of Great Britain and Northern Ireland","Europe","Y20002002",NA,"99.7","55.3"
"1808","United Kingdom of Great Britain and Northern Ireland","Europe","Y20012003",NA,"101.3","56.7"
"1809","United Kingdom of Great Britain and Northern Ireland","Europe","Y20022004",NA,"102.3","57.3"
"1810","United Kingdom of Great Britain and Northern Ireland","Europe","Y20032005",NA,"103","58"
"1811","United Kingdom of Great Britain and Northern Ireland","Europe","Y20042006",NA,"103.3","58.3"
"1812","United Kingdom of Great Britain and Northern Ireland","Europe","Y20052007",NA,"103.7","58.7"
"1813","United Kingdom of Great Britain and Northern Ireland","Europe","Y20062008",NA,"103.3","58.3"
"1814","United Kingdom of Great Britain and Northern Ireland","Europe","Y20072009",NA,"102.7","57.7"
"1815","United Kingdom of Great Britain and Northern Ireland","Europe","Y20082010",NA,"102","57.3"
"1816","United Kingdom of Great Britain and Northern Ireland","Europe","Y20092011",NA,"102.3","58"
"1817","United Kingdom of Great Britain and Northern Ireland","Europe","Y20102012",NA,"103","58.7"
"1818","United Kingdom of Great Britain and Northern Ireland","Europe","Y20112013",NA,"103.3","58.7"
"1819","United Kingdom of Great Britain and Northern Ireland","Europe","Y20122014",NA,"102.7","58"
"1820","United Kingdom of Great Britain and Northern Ireland","Europe","Y20132015",NA,"102.3","57.7"
"1821","United Kingdom of Great Britain and Northern Ireland","Europe","Y20142016",NA,"103","58"
"1822","United Kingdom of Great Britain and Northern Ireland","Europe","Y20152017",NA,"104","58.7"
"1823","United Kingdom of Great Britain and Northern Ireland","Europe","Y20162018",NA,"104.3","58.7"
"1824","United Kingdom of Great Britain and Northern Ireland","Europe","Y20172019",NA,"103.3","58.3"
"1825","United Kingdom of Great Britain and Northern Ireland","Europe","Y20182020",NA,"103.7","58"
"1826","United Kingdom of Great Britain and Northern Ireland","Europe","Y20192021",NA,"",""
"1827","United Kingdom of Great Britain and Northern Ireland","Europe","Y20202022",NA,"",""
"1828","United Republic of Tanzania","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","53.4","9"
"1829","United Republic of Tanzania","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","53.3","9"
"1830","United Republic of Tanzania","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","53.7","9"
"1831","United Republic of Tanzania","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","53.4","9.3"
