"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentFemale","AVG_PercentMale"
"1745","Sudan","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1746","Sudan","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1747","Sudan","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1748","Sudan","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1749","Sudan","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1750","Sudan","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1751","Sudan","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1752","Sudan","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1753","Sudan","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1754","Sudan","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1755","Sudan","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1756","Sudan","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1757","Sudan","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1758","Sudan","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","13.4","13.4"
"1759","Sudan","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","14.5","14.5"
"1760","Sudan","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","15.4","15.4"
"1761","Sudan","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","16.4","16.4"
"1762","Sudan","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","16.8","16.8"
"1763","Sudan","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","17.4","17.4"
"1764","Sudan","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","18.1","18.1"
"1765","Sweden","Europe","Y20002002",NA,"",""
"1766","Sweden","Europe","Y20012003",NA,"",""
"1767","Sweden","Europe","Y20022004",NA,"",""
"1768","Sweden","Europe","Y20032005",NA,"",""
"1769","Sweden","Europe","Y20042006",NA,"",""
"1770","Sweden","Europe","Y20052007",NA,"",""
"1771","Sweden","Europe","Y20062008",NA,"",""
"1772","Sweden","Europe","Y20072009",NA,"",""
"1773","Sweden","Europe","Y20082010",NA,"",""
"1774","Sweden","Europe","Y20092011",NA,"",""
"1775","Sweden","Europe","Y20102012",NA,"",""
"1776","Sweden","Europe","Y20112013",NA,"",""
"1777","Sweden","Europe","Y20122014",NA,"",""
"1778","Sweden","Europe","Y20132015",NA,"",""
"1779","Sweden","Europe","Y20142016",NA,"0.7","0.9"
"1780","Sweden","Europe","Y20152017",NA,"0.9","1.2"
"1781","Sweden","Europe","Y20162018",NA,"0.7","1.3"
"1782","Sweden","Europe","Y20172019",NA,"0.8","1.5"
"1783","Sweden","Europe","Y20182020",NA,"1.2","1.3"
"1784","Sweden","Europe","Y20192021",NA,"1.3","1.3"
"1785","Sweden","Europe","Y20202022",NA,"1.3","1.4"
"1786","Switzerland","Europe","Y20002002",NA,"",""
"1787","Switzerland","Europe","Y20012003",NA,"",""
"1788","Switzerland","Europe","Y20022004",NA,"",""
"1789","Switzerland","Europe","Y20032005",NA,"",""
"1790","Switzerland","Europe","Y20042006",NA,"",""
"1791","Switzerland","Europe","Y20052007",NA,"",""
"1792","Switzerland","Europe","Y20062008",NA,"",""
"1793","Switzerland","Europe","Y20072009",NA,"",""
"1794","Switzerland","Europe","Y20082010",NA,"",""
"1795","Switzerland","Europe","Y20092011",NA,"",""
"1796","Switzerland","Europe","Y20102012",NA,"",""
"1797","Switzerland","Europe","Y20112013",NA,"",""
"1798","Switzerland","Europe","Y20122014",NA,"",""
"1799","Switzerland","Europe","Y20132015",NA,"",""
"1800","Switzerland","Europe","Y20142016",NA,"1.5","1.6"
"1801","Switzerland","Europe","Y20152017",NA,"1.1","1.4"
"1802","Switzerland","Europe","Y20162018",NA,"0.5","1.1"
"1803","Switzerland","Europe","Y20172019",NA,"<0.5","0.9"
"1804","Switzerland","Europe","Y20182020",NA,"<0.5","0.6"
"1805","Switzerland","Europe","Y20192021",NA,"<0.5","0.6"
"1806","Switzerland","Europe","Y20202022",NA,"0.6","0.7"
"1807","Togo","Africa","Y20002002","France","",""
"1808","Togo","Africa","Y20012003","France","",""
"1809","Togo","Africa","Y20022004","France","",""
"1810","Togo","Africa","Y20032005","France","",""
"1811","Togo","Africa","Y20042006","France","",""
"1812","Togo","Africa","Y20052007","France","",""
"1813","Togo","Africa","Y20062008","France","",""
"1814","Togo","Africa","Y20072009","France","",""
"1815","Togo","Africa","Y20082010","France","",""
"1816","Togo","Africa","Y20092011","France","",""
"1817","Togo","Africa","Y20102012","France","",""
"1818","Togo","Africa","Y20112013","France","",""
"1819","Togo","Africa","Y20122014","France","",""
"1820","Togo","Africa","Y20132015","France","",""
"1821","Togo","Africa","Y20142016","France","14.5","17.8"
"1822","Togo","Africa","Y20152017","France","14.7","18"
"1823","Togo","Africa","Y20162018","France","14.2","17.4"
"1824","Togo","Africa","Y20172019","France","15.2","18.6"
"1825","Togo","Africa","Y20182020","France","15.5","18.9"
"1826","Togo","Africa","Y20192021","France","16.9","20.7"
"1827","Togo","Africa","Y20202022","France","17.7","21.1"
"1828","Tunisia","Africa","Y20002002","France","",""
"1829","Tunisia","Africa","Y20012003","France","",""
"1830","Tunisia","Africa","Y20022004","France","",""
"1831","Tunisia","Africa","Y20032005","France","",""
"1832","Tunisia","Africa","Y20042006","France","",""
"1833","Tunisia","Africa","Y20052007","France","",""
"1834","Tunisia","Africa","Y20062008","France","",""
"1835","Tunisia","Africa","Y20072009","France","",""
"1836","Tunisia","Africa","Y20082010","France","",""
"1837","Tunisia","Africa","Y20092011","France","",""
"1838","Tunisia","Africa","Y20102012","France","",""
"1839","Tunisia","Africa","Y20112013","France","",""
"1840","Tunisia","Africa","Y20122014","France","",""
"1841","Tunisia","Africa","Y20132015","France","",""
"1842","Tunisia","Africa","Y20142016","France","9.5","8.8"
"1843","Tunisia","Africa","Y20152017","France","9.5","9.2"
"1844","Tunisia","Africa","Y20162018","France","9.5","8.8"
"1845","Tunisia","Africa","Y20172019","France","10.1","9.3"
"1846","Tunisia","Africa","Y20182020","France","11.4","10"
"1847","Tunisia","Africa","Y20192021","France","12.5","12.7"
"1848","Tunisia","Africa","Y20202022","France","11.9","13.4"
"1849","Uganda","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1850","Uganda","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1851","Uganda","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1852","Uganda","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1853","Uganda","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1854","Uganda","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1855","Uganda","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1856","Uganda","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1857","Uganda","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1858","Uganda","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1859","Uganda","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1860","Uganda","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1861","Uganda","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1862","Uganda","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1863","Uganda","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","20.5","22.5"
"1864","Uganda","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","22.9","25.1"
"1865","Uganda","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","24.4","26.8"
"1866","Uganda","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","23.7","26"
"1867","Uganda","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","22.3","24.5"
"1868","Uganda","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","22.2","24.3"
"1869","Uganda","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","24.3","25.5"
"1870","Ukraine","Europe","Y20002002",NA,"",""
"1871","Ukraine","Europe","Y20012003",NA,"",""
"1872","Ukraine","Europe","Y20022004",NA,"",""
"1873","Ukraine","Europe","Y20032005",NA,"",""
"1874","Ukraine","Europe","Y20042006",NA,"",""
"1875","Ukraine","Europe","Y20052007",NA,"",""
"1876","Ukraine","Europe","Y20062008",NA,"",""
"1877","Ukraine","Europe","Y20072009",NA,"",""
"1878","Ukraine","Europe","Y20082010",NA,"",""
"1879","Ukraine","Europe","Y20092011",NA,"",""
"1880","Ukraine","Europe","Y20102012",NA,"",""
"1881","Ukraine","Europe","Y20112013",NA,"",""
"1882","Ukraine","Europe","Y20122014",NA,"",""
"1883","Ukraine","Europe","Y20132015",NA,"",""
"1884","Ukraine","Europe","Y20142016",NA,"2.4","1.6"
"1885","Ukraine","Europe","Y20152017",NA,"2.6","1.7"
"1886","Ukraine","Europe","Y20162018",NA,"2.2","1.8"
"1887","Ukraine","Europe","Y20172019",NA,"2","1.3"
"1888","Ukraine","Europe","Y20182020",NA,"2.5","2.5"
"1889","Ukraine","Europe","Y20192021",NA,"2.9","3.4"
"1890","Ukraine","Europe","Y20202022",NA,"4","4.6"
"1891","United Kingdom of Great Britain and Northern Ireland","Europe","Y20002002",NA,"",""
"1892","United Kingdom of Great Britain and Northern Ireland","Europe","Y20012003",NA,"",""
"1893","United Kingdom of Great Britain and Northern Ireland","Europe","Y20022004",NA,"",""
"1894","United Kingdom of Great Britain and Northern Ireland","Europe","Y20032005",NA,"",""
"1895","United Kingdom of Great Britain and Northern Ireland","Europe","Y20042006",NA,"",""
"1896","United Kingdom of Great Britain and Northern Ireland","Europe","Y20052007",NA,"",""
"1897","United Kingdom of Great Britain and Northern Ireland","Europe","Y20062008",NA,"",""
"1898","United Kingdom of Great Britain and Northern Ireland","Europe","Y20072009",NA,"",""
"1899","United Kingdom of Great Britain and Northern Ireland","Europe","Y20082010",NA,"",""
"1900","United Kingdom of Great Britain and Northern Ireland","Europe","Y20092011",NA,"",""
"1901","United Kingdom of Great Britain and Northern Ireland","Europe","Y20102012",NA,"",""
"1902","United Kingdom of Great Britain and Northern Ireland","Europe","Y20112013",NA,"",""
"1903","United Kingdom of Great Britain and Northern Ireland","Europe","Y20122014",NA,"",""
"1904","United Kingdom of Great Britain and Northern Ireland","Europe","Y20132015",NA,"",""
"1905","United Kingdom of Great Britain and Northern Ireland","Europe","Y20142016",NA,"2.9","0.8"
"1906","United Kingdom of Great Britain and Northern Ireland","Europe","Y20152017",NA,"2.5","1.7"
"1907","United Kingdom of Great Britain and Northern Ireland","Europe","Y20162018",NA,"1.7","1.7"
"1908","United Kingdom of Great Britain and Northern Ireland","Europe","Y20172019",NA,"0.8","1.8"
"1909","United Kingdom of Great Britain and Northern Ireland","Europe","Y20182020",NA,"0.6","0.9"
"1910","United Kingdom of Great Britain and Northern Ireland","Europe","Y20192021",NA,"1.2","1.1"
"1911","United Kingdom of Great Britain and Northern Ireland","Europe","Y20202022",NA,"1.9","1.4"
"1912","United Republic of Tanzania","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1913","United Republic of Tanzania","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1914","United Republic of Tanzania","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1915","United Republic of Tanzania","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1916","United Republic of Tanzania","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1917","United Republic of Tanzania","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1918","United Republic of Tanzania","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1919","United Republic of Tanzania","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1920","United Republic of Tanzania","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1921","United Republic of Tanzania","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1922","United Republic of Tanzania","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1923","United Republic of Tanzania","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1924","United Republic of Tanzania","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1925","United Republic of Tanzania","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1926","United Republic of Tanzania","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","22.3","18.9"
"1927","United Republic of Tanzania","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","26.2","23.5"
"1928","United Republic of Tanzania","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","26.6","24.6"
"1929","United Republic of Tanzania","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","25.5","24.4"
"1930","United Republic of Tanzania","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","24.8","24.1"
"1931","United Republic of Tanzania","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","25.8","25.9"
"1932","United Republic of Tanzania","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","26.4","26.2"
"1933","Zambia","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1934","Zambia","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1935","Zambia","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1936","Zambia","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1937","Zambia","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1938","Zambia","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1939","Zambia","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1940","Zambia","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1941","Zambia","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1942","Zambia","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1943","Zambia","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1944","Zambia","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1945","Zambia","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1946","Zambia","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1947","Zambia","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","22.4","22.4"
"1948","Zambia","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","23.8","23.8"
"1949","Zambia","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","24.1","24.1"
"1950","Zambia","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","26.2","26.2"
"1951","Zambia","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","28.2","28.2"
"1952","Zambia","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","32.6","32.6"
"1953","Zambia","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","31.8","32.3"
"1954","Zimbabwe","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1955","Zimbabwe","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1956","Zimbabwe","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1957","Zimbabwe","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1958","Zimbabwe","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1959","Zimbabwe","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1960","Zimbabwe","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1961","Zimbabwe","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1962","Zimbabwe","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1963","Zimbabwe","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1964","Zimbabwe","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1965","Zimbabwe","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1966","Zimbabwe","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1967","Zimbabwe","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1968","Zimbabwe","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","36.1","34.9"
"1969","Zimbabwe","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","37.6","35.9"
"1970","Zimbabwe","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","37.1","34.6"
"1971","Zimbabwe","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","35.8","32.5"
"1972","Zimbabwe","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","33.7","30.6"
"1973","Zimbabwe","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","33.1","29.6"
"1974","Zimbabwe","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","30.2","27"
